1				413056	414444	13.88 		416717	22.73 		419377	26.60 		422328	29.51 		425381	30.53 		428416	30.35 		431244	28.28 		434360	31.16 		437487	31.27 		440293	28.06 		442252	19.59 		445006	27.54 		447504	24.98 		449150	16.46 		451949	27.99 		453701	17.52 		455838	21.37 		457642	18.04 		460062	24.20 		461857	17.95 		463858	20.01 		465319	14.61 		467042	17.23 		468301	12.59 		469518	12.17 		470748	12.30 		472400	16.52 		474967	25.67 		476532	15.65 		478067	15.35 		479674	16.07 		481124	14.50 		482810	16.86 		484500	16.90 		485392	8.92 		486993	16.01 		488054	10.61 		489500	14.46 		490270	7.70 		491659	13.89 		493257	15.98 		494649	13.92 		495944	12.95 		497326	13.82 		498643	13.17
2				157075	160495	34.20 		163760	32.65 		166447	26.87 		169876	34.29 		173432	35.56 		176826	33.94 		180215	33.89 		183709	34.94 		187046	33.37 		190892	38.46 		194382	34.90 		198217	38.35 		202418	42.01 		206216	37.98 		209583	33.67 		212771	31.88 		216278	35.07 		219945	36.67 		223672	37.27 		226646	29.74 		230688	40.42 		234154	34.66 		237643	34.89 		242011	43.68 		245304	32.93 		248486	31.82 		252236	37.50 		255680	34.44 		259147	34.67 		262972	38.25 		265643	26.71 		268824	31.81 		272532	37.08 		276042	35.10 		279544	35.02 		283334	37.90 		286419	30.85 		290026	36.07 		292209	21.83 		295677	34.68 		298278	26.01 		301773	34.95 		305268	34.95 		308733	34.65 		312324	35.91
3				218394	219276	8.82 		220154	8.78 		221589	14.35 		223263	16.74 		224898	16.35 		226134	12.36 		227496	13.62 		229335	18.39 		230986	16.51 		233012	20.26 		234307	12.95 		235717	14.10 		237006	12.89 		238334	13.28 		239915	15.81 		241492	15.77 		243288	17.96 		244491	12.03 		246082	15.91 		247374	12.92 		248928	15.54 		250217	12.89 		251331	11.14 		252446	11.15 		253680	12.34 		255022	13.42 		256131	11.09 		257397	12.66 		258623	12.26 		260196	15.73 		261594	13.98 		262837	12.43 		264663	18.26 		266148	14.85 		267590	14.42 		270699	31.09 		275000	43.01 		280000	50.00 		0	  		4227	42.27 		5574	13.47 		7273	16.99 		8368	10.95 		10295	19.27 		11738	14.43
4				236564	238720	21.56 		240404	16.84 		242294	18.90 		244159	18.65 		246188	20.29 		248006	18.18 		249977	19.71 		252097	21.20 		254560	24.63 		257194	26.34 		259563	23.69 		261999	24.36 		264337	23.38 		266192	18.55 		268550	23.58 		270794	22.44 		272985	21.91 		275298	23.13 		278001	27.03 		280056	20.55 		282826	27.70 		285589	27.63 		288055	24.66 		290977	29.22 		293071	20.94 		295760	26.89 		298415	26.55 		301214	27.99 		303619	24.05 		306043	24.24 		307879	18.36 		309661	17.82 		312225	25.64 		314647	24.22 		317114	24.67 		319774	26.60 		321832	20.58 		324294	24.62 		326534	22.40 		329119	25.85 		331598	24.79 		334369	27.71 		336954	25.85 		338232	12.78 		341989	37.57
5				378551	380280	17.29 		380962	6.82 		382486	15.24 		384530	20.44 		385924	13.94 		387586	16.62 		389404	18.18 		390897	14.93 		392268	13.71 		394157	18.89 		396000	18.43 		398017	20.17 		400000	19.83 		401190	11.90 		403000	18.10 		404572	15.72 		406400	18.28 		408231	18.31 		410024	17.93 		411389	13.65 		413295	19.06 		415200	19.05 		417000	18.00 		418800	18.00 		420500	17.00 		422140	16.40 		423700	15.60 		425561	18.61 		427318	17.57 		429000	16.82 		430500	15.00 		432000	15.00 		433567	15.67 		435100	15.33 		436700	16.00 		439200	25.00 		441200	20.00 		443000	18.00 		444500	15.00 		446300	18.00 		448000	17.00 		449700	17.00 		451300	16.00 		453100	18.00 		454878	17.78
6				377655	378541	8.86 		379656	11.15 		380464	8.08 		382050	15.86 		386410	43.60 		387160	7.50 		388242	10.82 		389156	9.14 		390138	9.82 		391162	10.24 		391838	6.76 		392775	9.37 		393582	8.07 		394265	6.83 		396489	22.24 		398846	23.57 		400682	18.36 		403245	25.63 		405014	17.69 		406370	13.56 		408102	17.32 		410002	19.00 		411244	12.42 		412536	12.92 		413464	9.28 		414688	12.24 		416093	14.05 		418117	20.24 		419860	17.43 		421553	16.93 		422777	12.24 		424241	14.64 		424548	3.07 		425660	11.12 		426449	7.89 		427048	5.99 		427425	3.77 		428000	5.75 		429095	10.95 		430004	9.09 		430941	9.37 		431932	9.91 		433137	12.05 		434020	8.83 		435035	10.15
7				318625	321751	31.26 		324797	30.46 		326315	15.18 		328587	22.72 		330856	22.69 		332710	18.54 		334752	20.42 		336574	18.22 		338745	21.71 		341023	22.78 		342786	17.63 		345136	23.50 		348204	30.68 		350291	20.87 		352683	23.92 		354363	16.80 		356384	20.21 		358360	19.76 		360563	22.03 		361072	5.09 		362690	16.18 		364806	21.16 		366437	16.31 		368013	15.76 		369228	12.15 		370420	11.92 		372195	17.75 		373685	14.90 		374673	9.88 		376283	16.10 		377610	13.27 		378063	4.53 		379681	16.18 		381260	15.79 		382770	15.10 		383824	10.54 		385349	15.25 		386859	15.10 		387790	9.31 		389304	15.14 		390586	12.82 		392169	15.83 		393634	14.65 		395542	19.08 		397553	20.11
8				292954	294680	17.26 		296412	17.32 		297895	14.83 		299556	16.61 		301381	18.25 		302432	10.51 		303888	14.56 		305802	19.14 		307245	14.43 		309170	19.25 		310840	16.70 		312597	17.57 		314264	16.67 		316216	19.52 		317903	16.87 		319711	18.08 		321390	16.79 		323393	20.03 		325938	25.45 		327778	18.40 		329983	22.05 		331799	18.16 		333556	17.57 		335439	18.83 		337120	16.81 		338908	17.88 		340589	16.81 		342586	19.97 		344389	18.03 		346448	20.59 		348658	22.10 		350273	16.15 		352338	20.65 		354398	20.60 		355952	15.54 		358063	21.11 		360135	20.72 		362749	26.14 		364346	15.97 		366594	22.48 		368480	18.86 		370388	19.08 		372480	20.92 		374848	23.68 		377233	23.85
9				168527	171445	29.18 		174974	35.29 		177622	26.48 		179768	21.46 		182213	24.45 		184430	22.17 		186715	22.85 		188944	22.29 		191189	22.45 		193960	27.71 		195992	20.32 		198120	21.28 		200372	22.52 		202648	22.76 		204994	23.46 		206969	19.75 		208541	15.72 		210259	17.18 		212381	21.22 		213630	12.49 		215855	22.25 		217461	16.06 		219230	17.69 		221190	19.60 		222919	17.29 		224357	14.38 		225462	11.05 		226704	12.42 		228508	18.04 		230563	20.55 		232164	16.01 		234386	22.22 		236520	21.34 		237180	6.60 		237209	0.29 		237313	1.04 		238033	7.20 		239000	9.67 		240186	11.86 		241713	15.27 		243206	14.93 		244611	14.05 		245825	12.14 		245961	1.36 		245961	 0
10				271623	273177	15.54 		274562	13.85 		275908	13.46 		277486	15.78 		279072	15.86 		280502	14.30 		281964	14.62 		283513	15.49 		285023	15.10 		286614	15.91 		288186	15.72 		289671	14.85 		291310	16.39 		292650	13.40 		294048	13.98 		295796	17.48 		297357	15.61 		298766	14.09 		300437	16.71 		301912	14.75 		303478	15.66 		304914	14.36 		306298	13.84 		308165	18.67 		309574	14.09 		310850	12.76 		312479	16.29 		313784	13.05 		315593	18.09 		317215	16.22 		318817	16.02 		320671	18.54 		323145	24.74 		325297	21.52 		327200	19.03 		329496	22.96 		331835	23.39 		333935	21.00 		335285	13.50 		338046	27.61 		340152	21.06 		342746	25.94 		344674	19.28 		346260	15.86 		348092	18.32
11				427964	430789	28.25 		432315	15.26 		435863	35.48 		438873	30.10 		442076	32.03 		444809	27.33 		447706	28.97 		450775	30.69 		453964	31.89 		457492	35.28 		460248	27.56 		463103	28.55 		466376	32.73 		468380	20.04 		471886	35.06 		474841	29.55 		478315	34.74 		481154	28.39 		484326	31.72 		486677	23.51 		489616	29.39 		491812	21.96 		493904	20.92 		496852	29.48 		499275	24.23 		501136	18.61 		503925	27.89 		506703	27.78 		509586	28.83 		512433	28.47 		515016	25.83 		517812	27.96 		523636	58.24 		527087	34.51 		531146	40.59 		534779	36.33 		537757	29.78 		539871	21.14 		541649	17.78 		544271	26.22 		546899	26.28 		549607	27.08 		552124	25.17 		554806	26.82 		558663	38.57
12				453854	454947	10.93 		459464	45.17 		463235	37.71 		466093	28.58 		469128	30.35 		471601	24.73 		473845	22.44 		477702	38.57 		480423	27.21 		483135	27.12 		485641	25.06 		488648	30.07 		492028	33.80 		495880	38.52 		498970	30.90 		502781	38.11 		506658	38.77 		510522	38.64 		514844	43.22 		519410	45.66 		523758	43.48 		527592	38.34 		531028	34.36 		535542	45.14 		540497	49.55 		543870	33.73 		548237	43.67 		552197	39.60 		556512	43.15 		560171	36.59 		564036	38.65 		567940	39.04 		571532	35.92 		574903	33.71 		578004	31.01 		581201	31.97 		584005	28.04 		587806	38.01 		590103	22.97 		592990	28.87 		595998	30.08 		601150	51.52 		603020	18.70 		606915	38.95 		609177	22.62
13				373850	376551	27.01 		379190	26.39 		381679	24.89 		384058	23.79 		386969	29.11 		389713	27.44 		392368	26.55 		395972	36.04 		399034	30.62 		402586	35.52 		405570	29.84 		409022	34.52 		412548	35.26 		416391	38.43 		419632	32.41 		423504	38.72 		427600	40.96 		430961	33.61 		434644	36.83 		437780	31.36 		441320	35.40 		444588	32.68 		448515	39.27 		453017	45.02 		456849	38.32 		460332	34.83 		463179	28.47 		466707	35.28 		470410	37.03 		474225	38.15 		477275	30.50 		480237	29.62 		483490	32.53 		487640	41.50 		490982	33.42 		495138	41.56 		498071	29.33 		501721	36.50 		504504	27.83 		508483	39.79 		512140	36.57 		515324	31.84 		518535	32.11 		521149	26.14 		525949	48.00
14				228176	230026	18.50 		231843	18.17 		233682	18.39 		236249	25.67 		238406	21.57 		240072	16.66 		241935	18.63 		244404	24.69 		246180	17.76 		248351	21.71 		250422	20.71 		252823	24.01 		255325	25.02 		257254	19.29 		259634	23.80 		261896	22.62 		264318	24.22 		266412	20.94 		268788	23.76 		271269	24.81 		274040	27.71 		276189	21.49 		278869	26.80 		281713	28.44 		284017	23.04 		286485	24.68 		288920	24.35 		291629	27.09 		293976	23.47 		296424	24.48 		298553	21.29 		300732	21.79 		303318	25.86 		305664	23.46 		307691	20.27 		310315	26.24 		312708	23.93 		315904	31.96 		317547	16.43 		320051	25.04 		322843	27.92 		325655	28.12 		327817	21.62 		329806	19.89 		332175	23.69
15				275671	277988	23.17 		280390	24.02 		282830	24.40 		285100	22.70 		286883	17.83 		288709	18.26 		289971	12.62 		291372	14.01 		292809	14.37 		294675	18.66 		296125	14.50 		297734	16.09 		299487	17.53 		301371	18.84 		303127	17.56 		304814	16.87 		306455	16.41 		308145	16.90 		309596	14.51 		310982	13.86 		312888	19.06 		314519	16.31 		316053	15.34 		317787	17.34 		319150	13.63 		320576	14.26 		321965	13.89 		323405	14.40 		324955	15.50 		326448	14.93 		327892	14.44 		329530	16.38 		331101	15.71 		332487	13.86 		334011	15.24 		335597	15.86 		336557	9.60 		338886	23.29 		340008	11.22 		341994	19.86 		343763	17.69 		345563	18.00 		347186	16.23 		348514	13.28 		349890	13.76
16				0	2012	20.12 		3801	17.89 		5637	18.36 		7562	19.25 		9513	19.51 		11157	16.44 		12734	15.77 		14433	16.99 		16078	16.45 		17883	18.05 		19345	14.62 		21182	18.37 		23466	22.84 		24892	14.26 		27179	22.87 		28841	16.62 		30506	16.65 		31977	14.71 		33673	16.96 		35298	16.25 		37188	18.90 		38820	16.32 		40597	17.77 		42372	17.75 		43902	15.30 		45422	15.20 		47332	19.10 		49203	18.71 		51001	17.98 		52761	17.60 		54498	17.37 		56117	16.19 		57914	17.97 		59851	19.37 		61597	17.46 		64383	27.86 		65737	13.54 		67627	18.90 		68735	11.08 		70450	17.15 		72154	17.04 		74206	20.52 		76235	20.29 		77774	15.39 		79267	14.93
